10,Iran,Qom Space Center,34°39′00″N 50°54′00″E﻿ / ﻿34.65000°N 50.90000°E,1991,,,,Military testing[15],34.65,50.9
11,Iran,Emamshahr Space Center,36°25′12″N 55°01′12″E﻿ / ﻿36.42000°N 55.02000°E,1998,,,,Military testing and sounding rockets for ISA[16],36.42,55.02
12,Iran,Semnan spaceport,35°14′05″N 53°55′15″E﻿ / ﻿35.234631°N 53.920941°E,2009–,,,Orbital,,35.234631,53.920941
13,Iraq,Al-Anbar Test Center,32°46′56″N 44°17′59″E﻿ / ﻿32.78220°N 44.29962°E,1989,,,,Out of function[17],32.7822,44.29962
14,Israel,Palmachim Air Force Base,31°53′05″N 34°40′49″E﻿ / ﻿31.88484°N 34.68020°E,1987–,,70 000 kg,Orbital,[18],31.88484,34.6802
15,Japan,Akita Rocket Range,39°34′17″N 140°03′28″E﻿ / ﻿39.57148°N 140.05785°E,1956–1990,,,343 km,,39.57148,140.05785
16,Japan,Uchinoura Space Center,31°15′07″N 131°04′45″E﻿ / ﻿31.25186°N 131.07914°E,1962–,,139 000 kg,Interplanetary,[19],31.25186,131.07914
17,Japan,"Taiki Aerospace Research Field, Hokkaido",42°18′00″N 143°15′46″E﻿ / ﻿42.3000°N 143.2629°E,2010–,,1000 kg,115 km,Suborbital and future orbital launch site for Interstellar Technologies,42.3,143.2629
18,Japan,"Tanegashima Space Center, Tanegashima Island",30°23′27″N 130°58′05″E﻿ / ﻿30.39096°N 130.96813°E,1967–,,445 000 kg,Interplanetary,[20],30.39096,130.96813
19,Japan,Ryori[21],39°01′48″N 141°49′48″E﻿ / ﻿39.03000°N 141.83000°E,1970–2001,,,,Sounding rocket launch site for the Japan Meteorological Agency,39.03,141.83
20,Japan,Niijima [ja],34°20′16″N 139°15′57″E﻿ / ﻿34.33766°N 139.26575°E,1963–1965,,,,Eighteen launches of small rockets[22][23],34.33766,139.26575
21,Japan,Obachi[citation needed],40°42′12″N 141°22′10″E﻿ / ﻿40.70342°N 141.36938°E,,,,,,40.70342,141.36938
22,Soviet Union/ Kazakhstan (Operated by Russia),"Baikonur Cosmodrome, Tyuratam",45°57′19″N 63°21′01″E﻿ / ﻿45.95515°N 63.35028°E,1955–,,2 400 000 kg,Interplanetary,"First satellite, first human in space. Operated by Russia.[24]",45.95515,63.35028
23,Soviet Union/ Kazakhstan (Partly operated by Russia),Sary Shagan[citation needed],46°22′48″N 72°52′12″E﻿ / ﻿46.38000°N 72.87000°E,1958–,,,,Military testing ground for anti-missile weapons. Part of the testing ground is rented by Russian Ministry of Defense.,46.38,72.87
24,North Korea,Tonghae Satellite Launching Ground,40°51′21″N 129°39′57″E﻿ / ﻿40.85572°N 129.66587°E,1998–,,,,Military rockets; satellite launch[25],40.85572,129.66587
25,North Korea,Sohae Satellite Launching Station,39°39′36″N 124°42′18″E﻿ / ﻿39.660°N 124.705°E,2012–,,,,Military rockets; satellite launch[26],39.66,124.705
26,South Korea,Anhueng,36°42′08″N 126°28′18″E﻿ / ﻿36.70211°N 126.47158°E,1993–,,,,,36.70211,126.47158
27,South Korea,"Naro Space Center, Gohueng",34°25′33″N 127°31′41″E﻿ / ﻿34.42585°N 127.52793°E,2008–,,200 000 kg,Orbital,Attempted satellite launches[27],34.42585,127.52793
28,Maldives,Gan Island,0°41′36″S 73°09′24″E﻿ / ﻿0.69328°S 73.15672°E,,,,,Several rockets of the Kookaburra type were launched from a pad at 0°41' S and 73°9' E[28],-0.69328,73.15672
29,Pakistan,"Sonmiani Satellite Launch Center, Las Bela, Balochistan",25°11′33″N 66°44′56″E﻿ / ﻿25.19242°N 66.74881°E,1960s–[29],,,,Sounding rockets & missile testing for SUPARCO[30],25.19242,66.74881
30,Pakistan,"Tilla Satellite Launch Center, Jhelum District, Punjab",33°23′46″N 73°17′46″E﻿ / ﻿33.39610°N 73.29608°E,1980s–[31],,,,Sounding rockets & missile testing for SUPARCO[32],33.3961,73.29608
31,Soviet Union,Kheysa,80°27′00″N 58°03′00″E﻿ / ﻿80.45000°N 58.05000°E,1956–2008,,,,Arctic sounding rocket launch site,80.45,58.05
32,Soviet Union/ Russia,"Svobodny Cosmodrome, Amur Oblast",51°50′04″N 128°16′33″E﻿ / ﻿51.83441°N 128.27570°E,1957–2007,,47 000 kg,Orbital,ICBM base converted for satellites[33],51.83441,128.2757
33,Soviet Union,Sovetskaya Gavan,48°58′12″N 140°18′00″E﻿ / ﻿48.97000°N 140.30000°E,1963–1964,,,402 km,,48.97,140.3
34,Soviet Union/ Russia,Okhotsk[citation needed],59°22′N 143°15′E﻿ / ﻿59.367°N 143.250°E,1981–2005,,,1000 km,,59.367,143.25
35,Russia,"Yasny Cosmodrome (formerly Dombarovsky), Orenburg Oblast",51°12′25″N 59°51′00″E﻿ / ﻿51.20706°N 59.85003°E,2006–,,211 000 kg,Orbital,ICBM base converted for satellites[34],51.20706,59.85003
36,Russia,"Vostochny Cosmodrome, Amur Oblast[35]",51°52′59″N 128°19′59″E﻿ / ﻿51.883°N 128.333°E,2016–[36],,,,Facility on Russian territory to supplement Baikonur Cosmodrome in Kazakhstan,51.883,128.333
37,Taiwan,"Gangzi Station, Haiqian, Pingtung County",22°06′N 120°54′E﻿ / ﻿22.10°N 120.90°E,1988–,,10 000 kg,300 km,Science and technology development,22.1,120.9
38,Taiwan,"Nantian Launch Facility, Taitung County","22°15′44″N 120°53′25″E﻿ / ﻿22.26212°N 120.89037°E,",2016–,,,,Used by TiSPACE for testing and launching,22.26212,120.89037
0,Bulgaria,Ahtopol,42°05′09″N 27°57′18″E﻿ / ﻿42.085846°N 27.955125°E,1984–1990,28,475 kg,90 km,,42.085846,27.955125
1,France,Ile du Levant,43°02′42″N 6°28′44″E﻿ / ﻿43.04507°N 6.47887°E,1948–1970s,,,,Missile test site,43.04507,6.47887
2,Germany,"Rocket Launch Site Berlin, Berlin-Tegel",52°21′00″N 13°12′36″E﻿ / ﻿52.35000°N 13.21000°E,1930–1933,,,4 km,,52.35,13.21
3,Germany,Peenemünde/Greifswalder Oie,54°08′35″N 13°47′38″E﻿ / ﻿54.14300°N 13.79400°E,1942–1945,>3000,12 500 kg,175 km,"V-2 rockets during World War II, first rocket to reach space 20 June 1944",54.143,13.794
4,West Germany,Cuxhaven,53°50′56″N 8°35′30″E﻿ / ﻿53.84884°N 8.59154°E),1945–1964,,,>110 km,,53.84884,8.59154
5,West Germany,"Hespenbusch, Großenkneten",52°56′20″N 8°18′45″E﻿ / ﻿52.939002°N 8.312515°E,1952–1957,,,<10 km,,52.939002,8.312515
6,Germany,Zingst,54°26′24″N 12°47′04″E﻿ / ﻿54.44008°N 12.78431°E,1970–1992,67,130 kg,80 km,,54.44008,12.78431
7,Greece,Koroni,36°46′11″N 21°55′54″E﻿ / ﻿36.7698°N 21.9316°E,1966–1989,371,,114 km,,36.7698,21.9316
8,Iceland,Vik,63°25′08″N 19°00′17″W﻿ / ﻿63.41891°N 19.00463°W,1964–1965,2,,,,63.41891,-19.00463
9,Italy,Salto di Quirra,39°31′38″N 9°37′59″E﻿ / ﻿39.52731°N 9.63303°E,1964–[citation needed],,,,,39.52731,9.63303
10,Norway,Andøya Space Center,69°17′39″N 16°01′15″E﻿ / ﻿69.29430°N 16.02070°E,1962–,>1200,800 kg,,Rockets to the upper atmosphere.[39],69.2943,16.0207
11,Norway,Marka,58°12′00″N 7°18′00″E﻿ / ﻿58.20000°N 7.30000°E,1983–1984,,16 kg,,,58.2,7.3
12,Norway,SvalRak,78°13′24″N 15°38′49″E﻿ / ﻿78.2234°N 15.6470°E,1997–[citation needed],,,,,78.2234,15.647
13,Nazi-occupied Poland,SS-Proving Ground Westpreußen today Poland (Tuchola Forest),53°37′11″N 17°59′06″E﻿ / ﻿53.61970°N 17.98492°E,1944–1945,,,,Nazi-German V-2 rockets,53.6197,17.98492
14,Germany,Leba in Pommern since 1945 part of Poland,54°46′09″N 17°35′37″E﻿ / ﻿54.76904°N 17.59355°E,1941–1945,,,,Nazi-German rockets,54.76904,17.59355
15,Poland,Łeba-Rąbka[citation needed],54°45′16″N 17°31′05″E﻿ / ﻿54.754486°N 17.517919°E,1963–1973,36,,,Polish rockets,54.754486,17.517919
16,Nazi-occupied Poland,"V-2 missile launch site, Blizna",50°10′55″N 21°36′58″E﻿ / ﻿50.18190°N 21.61620°E,1943–1944[citation needed],139,,,Nazi-German V-2 rockets,50.1819,21.6162
17,Soviet Union/ Russia,"Kapustin Yar Cosmodrome, Astrakhan Oblast",48°34′41″N 46°15′15″E﻿ / ﻿48.57807°N 46.25420°E,1957–[citation needed],,,Orbital,Previously for satellite launches[40],48.57807,46.2542
18,Soviet Union/ Russia,Nyonoksa,64°38′57″N 39°11′14″E﻿ / ﻿64.64928°N 39.18721°E,1965–1997[citation needed],,,,,64.64928,39.18721
19,Soviet Union/ Russia,Plesetsk Cosmodrome,62°55′32″N 40°34′40″E﻿ / ﻿62.92556°N 40.57778°E,1966–,>1000,760 000 kg,Orbital,,62.92556,40.57778
20,Spain,El Arenosillo,37°05′49″N 6°44′19″W﻿ / ﻿37.09687°N 6.73863°W,1966–[citation needed],>500,,720 km[41],"Formerly used only by INTA, now used by Zero 2 Infinity and PLD Space",37.09687,-6.73863
21,Sweden,Nausta,66°21′26″N 19°16′33″E﻿ / ﻿66.357202°N 19.275813°E,1961–1961[citation needed],1,30 kg,<80 km,Arcas rocket for atmospheric research.[42],66.357202,19.275813
22,Sweden,Kronogård,66°24′53″N 19°16′36″E﻿ / ﻿66.4147°N 19.2767°E,1961–1964,18,700 kg,135 km,"Arcas, Nike-Cajun and Nike-Apache rockets for atmospheric research.",66.4147,19.2767
23,Sweden,"Esrange, Kiruna",67°53′36″N 21°06′15″E﻿ / ﻿67.89342°N 21.10429°E,1966–,450,12 400 kg,717 km,"Operated by ESRO.[43] Operated by SSC since 1972.[43] Major programmes: Maxus, TEXUS, Maser, stratospheric balloons.",67.89342,21.10429
24,United Kingdom,South Uist,57°19′48″N 7°19′48″W﻿ / ﻿57.33000°N 7.33000°W,"1959, 2015",2,approx 1300 kg +payload,,First test launch in 1959. First space launch from the UK took place here in October 2015 as part of 'At Sea Demonstration 15' of an American 'Terrier-Orion' sounding rocket.[44],57.33,-7.33
0,Canada,"Churchill Rocket Research Range, Manitoba",58°44′03″N 93°49′13″W﻿ / ﻿58.73430°N 93.82030°W,1954–1998,3500+,,,Canadian Army.[53],58.7343,-93.8203
1,Canada,"Resolute Bay, Nunavut",74°41′13″N 94°53′46″W﻿ / ﻿74.6870°N 94.8962°W,1966–1971,17,,,National Research Council Canada.[54],74.687,-94.8962
2,Canada,"Hall Beach, Nunavut",68°46′34″N 81°14′36″W﻿ / ﻿68.77607°N 81.24346°W,1971–1971,7,,270 km,,68.77607,-81.24346
3,Canada,"Southend, Saskatchewan",56°12′N 103°08′W﻿ / ﻿56.20°N 103.14°W,1980,2,1 200 kg,,,56.2,-103.14
4,Canada,"Maritime Spaceport, Canso, Nova Scotia",45°18′25″N 60°59′16″W﻿ / ﻿45.30688°N 60.98767°W,2019–,0,,,Launch site for Cyclone-4M[55][56],45.30688,-60.98767
5,Greenland ( Denmark),Thule Air Base,76°25′26″N 68°17′37″W﻿ / ﻿76.4240°N 68.2936°W,1964–1980,,,,Former US Air Force launch site[57],76.424,-68.2936
6,United States,"Clark University Physics Laboratory, Worcester, Massachusetts",42°15′04″N 71°49′23″W﻿ / ﻿42.250977°N 71.823169°W,1914–1920s,≈10,,,"Robert H. Goddard's first experimental rockets, starting with powder-based fuels. Was also site of liquid rocket engine tests before being launched in nearby Auburn.[58]: 74",42.250977,-71.823169
7,United States,"Goddard Test Site, Auburn, Massachusetts",42°13′08″N 71°48′43″W﻿ / ﻿42.21882°N 71.81194°W,1925–1930,5,,,Open field chosen as rocket test site in 1925; launch site of Robert H. Goddard's first liquid fuel rockets beginning on 16 March 1926.[58]: 143,42.21882,-71.81194
8,United States,"Eden Valley Test Site, Roswell, New Mexico",33°37′34″N 104°30′00″W﻿ / ﻿33.62600°N 104.50000°W,1930–1941,>30,,,Used for Goddard's later rocket tests.,33.626,-104.5
9,United States,"Wallops Flight Facility, Delmarva Peninsula, Virginia",37°50′46″N 75°28′46″W﻿ / ﻿37.84621°N 75.47938°W,1945–,1600+,,,"Now operated by NASA's Goddard Space Flight Center.[59] In 2019, Rocket Lab built their first US launch facility here.[60]",37.84621,-75.47938
10,United States,"White Sands Missile Range, New Mexico",32°33′53″N 106°21′33″W﻿ / ﻿32.56460°N 106.35908°W,1945–,7500+,,,Military and civilian flights. Served as alternate landing site for the Space Shuttle.[61],32.5646,-106.35908
11,United States,Nevada Test and Training Range (formerly Nellis Air Force Range),36°46′17″N 116°06′49″W﻿ / ﻿36.77150°N 116.11374°W,1946–1960s,2000+,,,[62],36.7715,-116.11374
12,United States,"Poker Flat Research Range, Alaska",65°07′34″N 147°28′44″W﻿ / ﻿65.12599°N 147.47894°W,1949–,5000+,,,Sounding rocket launch site,65.12599,-147.47894
13,United States,"Cape Canaveral Space Force Station, Florida",28°28′00″N 80°33′31″W﻿ / ﻿28.46675°N 80.55852°W,1949–,1000+,,Interstellar,Commercial and U.S. Government uncrewed missions. Adjacent to NASA KSC.,28.46675,-80.55852
14,United States,"Vandenberg Space Force Base, California",34°46′19″N 120°36′04″W﻿ / ﻿34.77204°N 120.60124°W,1958–,500+,,Interplanetary,"Satellites, ballistic missile tests. Government and commercial launches.[63] Also launches SpaceX rockets.",34.77204,-120.60124
15,United States,"Kennedy Space Center, Florida",28°36′30″N 80°36′14″W﻿ / ﻿28.6082°N 80.6040°W,1962–,151,3 000 000 kg,Interplanetary,Launched each NASA crewed mission. Adjacent to Cape Canaveral Space Force Station.,28.6082,-80.604
16,United States,"Pacific Missile Range Facility, Hawaii",22°01′22″N 159°47′06″W﻿ / ﻿22.02278°N 159.785°W,1963–,,,,Used for testing of antiballistic missile and missile tracking by the US Navy.,22.02278,-159.785
17,United States,"Keweenaw, Michigan",47°25′47″N 87°42′52″W﻿ / ﻿47.42980°N 87.71443°W,1964–1971[citation needed],50+,770 kg,<160 km,Sounding rocket launch site. Currently inactive.,47.4298,-87.71443
18,United States,"Pacific Spaceport Complex, Kodiak, Alaska",57°26′07″N 152°20′22″W﻿ / ﻿57.43533°N 152.33931°W,1991–,26,86 000 kg,Orbital,"Ballistic missile interceptor tests, satellite launches. Alaska Aerospace Corporation.[64]",57.43533,-152.33931
19,United States,"Mid-Atlantic Regional Spaceport (MARS), Delmarva Peninsula, Virginia",37°50′00″N 75°29′00″W﻿ / ﻿37.833378°N 75.483284°W,1995–,22,89 805 kg,Lunar,"Operates in partnership with NASA, adjacent to Wallops Flight Facility. Designed for both commercial and government launches.[65]",37.833378,-75.483284
20,United States,"Mojave Air and Space Port, California",35°03′33″N 118°08′56″W﻿ / ﻿35.05910°N 118.14880°W,2003–,20+,,112 km,"Adjacent to Edwards AFB. Privately funded, horizontal-launch spaceport. Xoie, Xombie, Xodiac (Masten Space Systems); SpaceShipOne, SpaceShipTwo (Scaled Composites, Virgin Galactic); Launcher One (Virgin Orbit).",35.0591,-118.1488
21,United States,"Spaceport America, Upham, New Mexico",32°53′22″N 106°59′58″W﻿ / ﻿32.88943°N 106.99945°W,2006–,50+,,,Sub-orbital commercial and planned space tourist launches. Operated by the state of New Mexico with Virgin Galactic as the anchor tenant.[66][67][68][69] Adjacent to White Sands Missile Range.,32.88943,-106.99945
22,United States,"Corn Ranch, Van Horn, Texas",31°15′09″N 104°27′12″W﻿ / ﻿31.2524°N 104.4532°W,2006–,20,,~105 km,Used by Blue Origin for suborbital launches and engine tests.,31.2524,-104.4532
23,United States,"Spaceport Camden, Camden County, Georgia",30°33′14″N 81°18′19″W﻿ / ﻿30.5539°N 81.3053°W,2016–2019,2,,~10 km,Originally Thiokol rocket testing facility. Used by Vector Space for testing and launching.,30.5539,-81.3053
24,United States,"SpaceX Starbase Spaceport, Boca Chica, Texas",25°59′46″N 97°09′14″W﻿ / ﻿25.996°N 97.154°W,2018–,~10,,12.5 km,"Site originally planned for Falcon rockets, now used exclusively by SpaceX for Starship/SuperHeavy testing and launching.",25.996,-97.154
25,United States,"Maine Spaceport Complex, Washington County, Maine",44°26′40″N 67°36′00″W﻿ / ﻿44.4444°N 67.6000°W,2020–,1,,~2 km,Launch site to be used for suborbital and polar low-Earth orbital launch on the east coast by companies BluShift Aerospace and VALT Enterprises[70][71] and funded by Maine Space Grant Consortium.,44.4444,-67.6
0,,,,,,,,,,
0,Argentina,Pampa de Achala,31°35′00″S 64°50′00″W﻿ / ﻿31.5833°S 64.8333°W,1961–1962,8,28 kg,25 km,First Argentine launch site,-31.5833,-64.8333
1,Argentina,CELPA,30°07′39″S 66°20′27″W﻿ / ﻿30.12737°S 66.34082°W,"1962–1991, 2010–",100 (approximately),933 kg,550 km,Military Launch Test Site (CITIDEF),-30.12737,-66.34082
2,Argentina,Las Palmas,27°05′43″S 58°45′13″W﻿ / ﻿27.09531°S 58.75352°W,1966–1966,2,3 400 kg,270 km,"During a solar eclipse, with Titus rockets.",-27.09531,-58.75352
3,Argentina,Tartagal,22°45′42″S 63°49′26″W﻿ / ﻿22.76158°S 63.82381°W,1966–1966,,,,During a solar eclipse,-22.76158,-63.82381
4,Argentina,Mar Chiquita,37°43′27″S 57°24′18″W﻿ / ﻿37.72427°S 57.40512°W,1968–1972,11,,,,-37.72427,-57.40512
5,Argentina,Villa Reynolds,33°43′29″S 65°22′38″W﻿ / ﻿33.72460°S 65.37730°W,1973–1973,2,,,,-33.7246,-65.3773
6,Argentina,Serrezuela,30°38′00″S 65°23′00″W﻿ / ﻿30.6333°S 65.3833°W,2009,1,500 kg,40 km,Military test (Gradicom I),-30.6333,-65.3833
7,Argentina,Punta Indio,35°31′26″S 57°11′02″W﻿ / ﻿35.523889°S 57.183889°W,2011–,3,7 076 kg [81],2.2 km,Civilian Launch Test Site (CONAE),-35.523889,-57.183889
8,Argentina,Puerto Belgrano,38°57′46″S 61°42′54″W﻿ / ﻿38.9628°S 61.715°W,2014–,,,,Launch pad for Tronador II under construction (CONAE),-38.9628,-61.715
9,Brazil,Natal-Barreira do Inferno,5°51′58″S 35°22′59″W﻿ / ﻿5.86600°S 35.38300°W,1965–,233,7 270 kg,1100 km,,-5.866,-35.383
10,Brazil,Praia do Cassino,32°05′00″S 52°10′02″W﻿ / ﻿32.08338°S 52.16725°W,1966–1966,27,,,,-32.08338,-52.16725
11,Brazil,"Alcântara Launch Center, Maranhão",2°18′58″S 44°22′03″W﻿ / ﻿2.3160°S 44.3676°W,1990–,47,6 737 kg,956 km,"Brazilian Air Force, Brazilian Space Agency. Planned satellite launches.",-2.316,-44.3676
12,French Guiana,"Guiana Space Centre, Kourou",5°14′15″N 52°46′10″W﻿ / ﻿5.23739°N 52.76950°W,1968–,<200,777 000 kg,Interplanetary,Operated by CNES for ESA; launch base for Arianespace. Commercial and governmental launches.,5.23739,-52.7695
13,Peru,Chilca Launch Range,12°30′17″S 76°47′55″W﻿ / ﻿12.50477°S 76.79849°W,1974-1983,<65,,590 km,Sounding rocket launch location.[82],-12.50477,-76.79849
14,Peru,"Chilca PLOB, Punta Lobos Range",12°30′00″S 76°48′00″W﻿ / ﻿12.50000°S 76.8000°W,1983,32,2 000 kg,590 km,"Sounding rocket launch location. Possibly part of, or identical to, Chilca Launch Range. [83][84]",-12.5,-76.8
15,Dutch Suriname,Coronie,5°52′21″N 56°17′21″W﻿ / ﻿5.87241°N 56.28908°W,1965–1965,4,,205 km,,5.87241,-56.28908
